word,frequency,rank
ชาวบ้านที่มานั่ง,2,5505
เยาะเย้ย,2,5506
แทนที่,2,5507
สะดวกสบาย,2,5508
ซากสัตว์,2,5509
เก้,2,5510
นกแก้ว,2,5511
ความประสงค์,2,5512
แว็บ,2,5513
สะสาง,2,5514
หนี้สิน,2,5515
ความน้อยใจ,2,5516
ของขวัญ,2,5517
ขัดสน,2,5518
แข็งทื่อ,2,5519
จากม้า,2,5520
การบวช,2,5521
ทั่วหน้า,2,5522
ทอดทิ้ง,2,5523
ทนต่อ,2,5524
วิตกกังวล,2,5525
ละออง,2,5526
ตรงกัน,2,5527
มหาราชก็,2,5528
พระนครสืบต่อ,2,5529
ทางแก้ไข,2,5530
ยอมทำ,2,5531
แล้วที่จะ,2,5532
อคติ,2,5533
เชษฐ,2,5534
ภาดา,2,5535
ยินดีแล้ว,2,5536
แสวงหา,2,5537
กองพล,2,5538
บอกกระผม,2,5539
ได้ลาภ,2,5540
หมู่คน,2,5541
ความละอาย,2,5542
สวมบทบาท,2,5543
หลอกลวงใน,2,5544
ดาบสกุมาร,2,5545
จับกลุ่ม,2,5546
บังคับ,2,5547
หม่อน,2,5548
โจทก์,2,5549
ถึงแก่กรรม,2,5550
ิขี,2,5551
ภัตตาหารมา,2,5552
อาคันตุก,2,5553
ร่ำไห้,2,5554
แล้วอย่างนี้,2,5555
ดับ,2,5556
พระนครราชคฤห์,2,5557
สิ้นเนื้อประดาตัว,2,5558
เท้าเปล่า,2,5559
ท่านมาหา,2,5560
กังวลใจ,2,5561
ตั้งหลักฐาน,2,5562
ข้าวนั้น,2,5563
เหลืออยู่,2,5564
ข้าวนี้,2,5565
ทาสผู้,2,5566
เอาแต่ใจ,2,5567
ชั่วโมง,2,5568
สัตว์เดรัจฉาน,2,5569
ขอนไม้ลอยน้ำ,2,5570
อ่อนแอกว่า,2,5571
อุ่น,2,5572
สุวะ,2,5573
แดงมา,2,5574
ไปหางู,2,5575
ขอบใจมาก,2,5576
กั้น,2,5577
ชาวนครทั้งสอง,2,5578
ฝายกั้น,2,5579
ดูจะ,2,5580
ชาวกบิลพัสดุ์,2,5581
ยอมรื้อ,2,5582
ศักดิ์ศรี,2,5583
ทั้งสองฝ่าย,2,5584
สัมโมท,2,5585
มาน,2,5586
ตาข่ายลงมา,2,5587
นกกระจาบทั้ง,2,5588
บินขึ้น,2,5589
ซ่า,2,5590
ขัดแย้ง,2,5591
ไกล่เกลี่ย,2,5592
ปากว่าตาขยิบ,2,5593
ปัสสาวะ,2,5594
ฉี่,2,5595
อดกลั้น,2,5596
พระยากระบือ,2,5597
เป็นเพื่อนรัก,2,5598
กินข้าวที่,2,5599
เพื่อนที่,2,5600
เพื่อนมากนะ,2,5601
คุ้นเคยกัน,2,5602
เอ็นดู,2,5603
ขี่หลัง,2,5604
อึ๊บ,2,5605
ท่านควาน,2,5606
หมู่นี้,2,5607
ป่าวประกาศ,2,5608
ช้างอีกแล้ว,2,5609
สะอื้น,2,5610
ย่ำยี,2,5611
ถูกหุง,2,5612
รำพัน,2,5613
รอบตัว,2,5614
โกไลยกะ,2,5615
ถ้วย,2,5616
ความยุติธรรม,2,5617
มองไม่เห็น,2,5618
เสียบ้าง,2,5619
การบำรุง,2,5620
รู้ความจริง,2,5621
แล้วทำไม,2,5622
ป้อง,2,5623
แยกเขี้ยว,2,5624
ท่านมี,2,5625
รับฟัง,2,5626
ดูก่อนท่าน,2,5627
อรรถกถา,2,5628
วาที,2,5629
ลิงก็,2,5630
แกะ,2,5631
นกกระยาง,2,5632
ข่มขี่,2,5633
อิริยาบท,2,5634
ชาวบ้านก็,2,5635
จากชาวบ้าน,2,5636
ชุมนุมกัน,2,5637
เถรวาท,2,5638
ลัทธิ,2,5639
ศากย,2,5640
จิตกูฏ,2,5641
มีสีสัน,2,5642
พมัล,2,5643
จัดสรร,2,5644
อาพาธ,2,5645
เจ้าอารมณ์,2,5646
เห็นแก่ได้,2,5647
ทำเลย,2,5648
สุดความสามารถ,2,5649
แล้วนะเนี่ย,2,5650
ต่อรอง,2,5651
เจ้าพนักงาน,2,5652
ให้ราคา,2,5653
นักหนา,2,5654
ท่านบัณฑิต,2,5655
ฝนตก,2,5656
ตบะแตก,2,5657
เรียบง่าย,2,5658
เคลื่อนไหว,2,5659
ซอก,2,5660
ของมาก,2,5661
เคี้ยวกิน,2,5662
เป็ดน้ำ,2,5663
ท่านกิน,2,5664
ลำเจียก,2,5665
กลับมาดูแล,2,5666
ทูลพระราชา,2,5667
พอใช้,2,5668
ต้นเชือก,2,5669
เกลียด,2,5670
หมอบลง,2,5671
นอนกับ,2,5672
อีกหลุม,2,5673
ทำชั่ว,2,5674
กะได้,2,5675
บิดาบุตร,2,5676
โดยมีชื่อว่า,2,5677
อุปกา,2,5678
ส่วนที่เหลือ,2,5679
สำแดงกาย,2,5680
คำสบถ,2,5681
น้อม,2,5682
ยาคะ,2,5683
รัพย,2,5684
การมาณพ,2,5685
เห็นด้วย,2,5686
พาด,2,5687
กรรมอัน,2,5688
ท่านควร,2,5689
ที่มาจากชนบท,2,5690
วิสาขามหา,2,5691
ดูหมิ่น,2,5692
ไปล่า,2,5693
พ่อคุณ,2,5694
ปิดประตู,2,5695
ข้ามรั้ว,2,5696
ชื่อว่านันทิ,2,5697
รู้คุณธรรม,2,5698
ไม่ต้องออก,2,5699
ปกป้องดูแล,2,5700
กาบอก,2,5701
สัญชาตญาณ,2,5702
ของกา,2,5703
กาก็,2,5704
ปากก็,2,5705
ฝากรัง,2,5706
บินออกจากรัง,2,5707
กลับมายืน,2,5708
ปากอยู่,2,5709
กลับมาก็,2,5710
บินกลับ,2,5711
เข้ารัง,2,5712
บินออก,2,5713
รุม,2,5714
ย้อม,2,5715
ตอนเหนือ,2,5716
กลับกลายเป็น,2,5717
เฉวียงบ่า,2,5718
บ่า,2,5719
ลูกคู่,2,5720
มุสาวา,2,5721
เพียงเท่านี้,2,5722
ยกเลิก,2,5723
บังเกิดขึ้น,2,5724
น่าสังเวช,2,5725
กามทั้งหลายมีรส,2,5726
ซ่องเสพกามทั้งหลาย,2,5727
ยิ่งไปกว่านั้น,2,5728
ซุ้มประตู,2,5729
ได้ชื่อว่า,2,5730
วิ่งแข่ง,2,5731
โดยมีใจความ,2,5732
เดี๋ยวก่อนครับ,2,5733
นายช่างใหญ่,2,5734
มอบให้,2,5735
เล็บ,2,5736
ให้ทานอยู่,2,5737
หาบ,2,5738
ตะคร้อ,2,5739
โอเค,2,5740
คร้อ,2,5741
โบราณ,2,5742
ไปสวรรค์,2,5743
ไฟแรง,2,5744
เห็นท่าน,2,5745
ขัดคอ,2,5746
ป่าวร้อง,2,5747
คนโกง,2,5748
เป็นเพื่อนกัน,2,5749
แสดงท่าที,2,5750
จนตาย,2,5751
แห่งกิเลส,2,5752
ครอบครองราชสมบัติ,2,5753
พระราชโอรสนั้น,2,5754
วัจ,2,5755
อิตถี,2,5756
พระอาทิตย์,2,5757
โปรย,2,5758
ทรงบรรทมบ่น,2,5759
ห้องอันเป็น,2,5760
จิตรักใคร่,2,5761
วิราช,2,5762
เสนาบดีนั้น,2,5763
อาจบำเพ็ญ,2,5764
แนวป่า,2,5765
ขับถ่าย,2,5766
ตอนกลางคืน,2,5767
ย้ายที่อยู่,2,5768
อีกหรือ,2,5769
ที่สามก็,2,5770
ติดไฟ,2,5771
บ่าว,2,5772
แว๊บ,2,5773
จากความรัก,2,5774
มาทันที,2,5775
ขึ้นรถ,2,5776
กำเริบ,2,5777
พระมารดา,2,5778
โรคลม,2,5779
เหล่านางสนม,2,5780
เทวโลก,2,5781
แก่นั้น,2,5782
ท่าที่,2,5783
ยุ่ง,2,5784
ข้าวก้น,2,5785
ออกบิณฑบาตร,2,5786
โดยดี,2,5787
จักษุ,2,5788
ถอนหายใจ,2,5789
เห็นผิดเป็นชอบ,2,5790
โสดาปัตติมรรค,2,5791
สินี,2,5792
ดาบสินี,2,5793
ฝ้าย,2,5794
เหล่านักเลง,2,5795
ค่า,2,5796
ห้วงน้ำ,2,5797
โคลนตม,2,5798
ขาดหาย,2,5799
เพลิดเพลินใจ,2,5800
ฝ่ายมหา,2,5801
พิจารณาคดี,2,5802
ความกตัญญู,2,5803
เห็นคุณค่า,2,5804
ดีด,2,5805
ให้โอกาส,2,5806
พระราชหฤทัย,2,5807
ใบไม้เป็น,2,5808
อึดอัด,2,5809
ดีดกรวด,2,5810
แสดงให้เห็น,2,5811
กาลเทศะ,2,5812
สร้างสรรค์,2,5813
บอกกล่าวนาง,2,5814
ของกิเลส,2,5815
พัฒนา,2,5816
ความรังเกียจบาป,2,5817
อดทนต่อ,2,5818
ประการอย่างนี้,2,5819
เป็นไป,2,5820
ปาณาติบาต,2,5821
ท่านกระทำ,2,5822
จากการกระทำ,2,5823
จากความตั้งใจ,2,5824
เรื่องกรรม,2,5825
เกี่ยวข้องกับ,2,5826
เดนอาหาร,2,5827
เล่ห์กล,2,5828
ป่านั้น,2,5829
เคี้ยวที่,2,5830
โรคลง,2,5831
ข้าวฟ่าง,2,5832
ลูกเดือย,2,5833
ความคะนอง,2,5834
ใช้ชีวิต,2,5835
รักสนุก,2,5836
การละเล่น,2,5837
กระโดดโลดเต้น,2,5838
แล้วกล่าว,2,5839
รับจ้าง,2,5840
สลัด,2,5841
ั้น,2,5842
พิทักษ์,2,5843
คาย,2,5844
อกแล้ว,2,5845
ท่านทั้ง,2,5846
กำหนดกลิ่น,2,5847
ทำให้น้ำ,2,5848
ป่วนปั่น,2,5849
ประกัน,2,5850
พรุ่ง,2,5851
จ้องดวงอาทิตย์,2,5852
แอบอ้าง,2,5853
ทำบาป,2,5854
หวังผลประโยชน์ส่วนตัว,2,5855
ทำผิดศีลธรรม,2,5856
นครราชคฤห์,2,5857
อรัญ,2,5858
กล่าวตักเตือน,2,5859
อย่างไรก็ตาม,2,5860
เสื่อมลาภ,2,5861
วานรทั้งสอง,2,5862
ลิงดำ,2,5863
กล่าวอย่าง,2,5864
เมืองอุชเชนี,2,5865
นักศึกษา,2,5866
ต่อเนื่อง,2,5867
ใบไม้ที่,2,5868
สวนกำลัง,2,5869
ผู้ทำลาย,2,5870
นางกินรี,2,5871
สูญเสีย,2,5872
พาลูก,2,5873
พระธาตุ,2,5874
พอล่วง,2,5875
ผลุนผลัน,2,5876
ถูกอคติ,2,5877
ตกยาก,2,5878
พลอง,2,5879
มาจากบ้าน,2,5880
เรื่องราวนั้น,2,5881
การอยู่ร่วมกัน,2,5882
ติกัมมัฏฐาน,2,5883
พรั่นพรึง,2,5884
ทุรพล,2,5885
เบญจกามคุณ,2,5886
การบริโภค,2,5887
อรหัต,2,5888
ธาตุ,2,5889
ผัสสะ,2,5890
อายตนะ,2,5891
หลีก,2,5892
เข้าไปหาด้วย,2,5893
เหวย,2,5894
มุ่น,2,5895
พลัง,2,5896
ก่อนค่อย,2,5897
สะท้อน,2,5898
ล้ำลึก,2,5899
หลุกหลิก,2,5900
พระยานาค,2,5901
เงื้อมมือ,2,5902
หวนคืน,2,5903
ถึงคราว,2,5904
ออกบรรพชา,2,5905
ท้าวจาตุมหาราช,2,5906
ชักชวน,2,5907
แห่งการหลุดพ้น,2,5908
ในขณะเดียวกัน,2,5909
ปาลกุมารกลับ,2,5910
ความมุ่งมั่น,2,5911
ดรุณ,2,5912
ตอบอย่าง,2,5913
แสงอาทิตย์,2,5914
จากบาตร,2,5915
ราว,2,5916
โชติ,2,5917
ปาละ,2,5918
เข้มข้น,2,5919
เหล้านั้น,2,5920
ถามลูกจ้าง,2,5921
โกณฑัญญะ,2,5922
ดีนั้น,2,5923
มนุษยธรรม,2,5924
ความเห็น,2,5925
คั้น,2,5926
กาก,2,5927
ของดีเลิศ,2,5928
ทำบาปกรรม,2,5929
โลหกุมภี,2,5930
เคี่ยว,2,5931
อักษร,2,5932
พลี,2,5933
ของการพูด,2,5934
โกกาลิกรัฐ,2,5935
ของถวาย,2,5936
กล่าวร้าย,2,5937
ตาเหลือง,2,5938
ตาเหลืองมี,2,5939
สอนว่า,2,5940
การถูก,2,5941
ดีนำ,2,5942
พูดมากเกินไป,2,5943
กะลิง,2,5944
ผู้ใช้,2,5945
จ้าง,2,5946
แก้วนี้,2,5947
โทสะ,2,5948
กุณฑล,2,5949
ถูกด่า,2,5950
ผิวหนัง,2,5951
แววตา,2,5952
ยื่น,2,5953
น้ำเสียง,2,5954
มิตรภาพ,2,5955
รับรู้,2,5956
ผู้ตาย,2,5957
เศร้า,2,5958
ส่วนรวม,2,5959
ความปลอดภัย,2,5960
สะพาน,2,5961
กระโดดมา,2,5962
ปัตต์,2,5963
แห่งกาม,2,5964
เนรเทศ,2,5965
มีฤทธิ์,2,5966
โคจร,2,5967
เดียรัจฉาน,2,5968
แมลง,2,5969
ต้องหา,2,5970
เฉื่อยชา,2,5971
ไฟป่า,2,5972
ประหนึ่ง,2,5973
ใบโพธิ์,2,5974
เนิ่นนาน,2,5975
เนตร,2,5976
ขันติธรรม,2,5977
มือขวา,2,5978
ปริยาย,2,5979
น่าอัศจรรย์,2,5980
ทะนง,2,5981
พุทรา,2,5982
ช่างทอง,2,5983
คันธกุฎี,2,5984
รู้ใจ,2,5985
เสนอ,2,5986
สักการะมากมาย,2,5987
อาจรักษา,2,5988
ขี่,2,5989
กว่านี้,2,5990
ลูกตาของ,2,5991
ปิง,2,5992
สังเวย,2,5993
สิ้นใจ,2,5994
